align_first,avg,align_same,align_diff,misalign_same,misalign_diff
0,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
0,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
1,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
1,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
0,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
1,8,8,8,8,8
0,8,8,8,8,8
1,8,8,8,8,8
