id,red_left,red_right,green_left,green_right,same,diff
1sw680d,622.76249998188,718.00528576422,555.76711108321,650.68487503435,636.72368750811,626.74631250615
1trxwsd,480.55399997616,506.64169997616,463.68269998093,413.70099997735,445.3682105031,485.16219997854
